# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-5.851823516422882676e-05
1.999999955296516418e-02,-1.170293908216990530e-04
3.500000014901161194e-02,-2.047829329967498779e-04
5.750000104308128357e-02,-3.363837604410946369e-04
9.125000238418579102e-02,-5.337193724699318409e-04
1.412499994039535522e-01,-8.259248570539057255e-04
1.912499964237213135e-01,-1.117959036491811275e-03
2.412499934434890747e-01,-1.409819815307855606e-03
2.912499904632568359e-01,-1.701501896604895592e-03
3.412500023841857910e-01,-1.992996316403150558e-03
3.912500143051147461e-01,-2.284288872033357620e-03
4.412499964237213135e-01,-2.575358375906944275e-03
4.912500083446502686e-01,-2.866168739274144173e-03
5.037500262260437012e-01,-2.938816556707024574e-03
5.224999785423278809e-01,-3.047694917768239975e-03
5.506250262260437012e-01,-3.210870781913399696e-03
5.928124785423278809e-01,-3.455313853919506073e-03
6.428124904632568359e-01,-3.744338639080524445e-03
6.928125023841857910e-01,-4.032070282846689224e-03
7.428125143051147461e-01,-4.316593986004590988e-03
7.928125262260437012e-01,-4.589563701301813126e-03
8.428124785423278809e-01,-4.829024430364370346e-03
8.928124904632568359e-01,-5.036180373281240463e-03
9.428125023841857910e-01,-5.229657515883445740e-03
9.928125143051147461e-01,-5.417099688202142715e-03
1.042812466621398926e+00,-5.601321347057819366e-03
1.092812538146972656e+00,-5.783777218312025070e-03
