# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.357930741505697370e-04
1.999999955296516418e-02,-2.715756127145141363e-04
3.500000014901161194e-02,-4.752293170895427465e-04
5.750000104308128357e-02,-7.806635694578289986e-04
9.125000238418579102e-02,-1.238706870935857296e-03
1.412499994039535522e-01,-1.917037763632833958e-03
1.912499964237213135e-01,-2.595044672489166260e-03
2.412499934434890747e-01,-3.272698028013110161e-03
2.912499904632568359e-01,-3.949962090700864792e-03
3.412500023841857910e-01,-4.626794718205928802e-03
3.912500143051147461e-01,-5.303140264004468918e-03
4.412499964237213135e-01,-5.978927016258239746e-03
4.912500083446502686e-01,-6.654049735516309738e-03
5.037500262260437012e-01,-6.822688505053520203e-03
5.224999785423278809e-01,-7.075402420014142990e-03
5.506250262260437012e-01,-7.454099599272012711e-03
5.928124785423278809e-01,-8.021308109164237976e-03
6.428124904632568359e-01,-8.691802620887756348e-03
6.928125023841857910e-01,-9.359135292470455170e-03
7.428125143051147461e-01,-1.001910213381052017e-02
7.928125262260437012e-01,-1.065410487353801727e-02
8.428124785423278809e-01,-1.121917180716991425e-02
8.928124904632568359e-01,-1.171707175672054291e-02
9.428125023841857910e-01,-1.218484994024038315e-02
9.928125143051147461e-01,-1.263729576021432877e-02
1.042812466621398926e+00,-1.307974010705947876e-02
1.092812538146972656e+00,-1.351489685475826263e-02
