# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-3.130532786599360406e-05
1.999999955296516418e-02,-6.261000817175954580e-05
3.500000014901161194e-02,-1.095657644327729940e-04
5.750000104308128357e-02,-1.799965248210355639e-04
9.125000238418579102e-02,-2.856358769349753857e-04
1.412499994039535522e-01,-4.421227495186030865e-04
1.912499964237213135e-01,-5.985893076285719872e-04
2.412499934434890747e-01,-7.550337468273937702e-04
2.912499904632568359e-01,-9.114543208852410316e-04
3.412500023841857910e-01,-1.067848876118659973e-03
3.912500143051147461e-01,-1.224215258844196796e-03
4.412499964237213135e-01,-1.380550791509449482e-03
4.912500083446502686e-01,-1.536849653348326683e-03
5.412499904632568359e-01,-1.692452351562678814e-03
5.912500023841857910e-01,-1.807051594369113445e-03
6.412500143051147461e-01,-1.899740542285144329e-03
6.912500262260437012e-01,-1.972127705812454224e-03
7.412499785423278809e-01,-2.024344168603420258e-03
7.912499904632568359e-01,-2.056804252788424492e-03
8.412500023841857910e-01,-2.070361981168389320e-03
8.912500143051147461e-01,-2.066175220534205437e-03
9.412500262260437012e-01,-2.045382279902696609e-03
9.912499785423278809e-01,-2.008924493566155434e-03
1.041249990463256836e+00,-1.957439351826906204e-03
