# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.666985044721513987e-04
1.999999955296516418e-02,-3.333863278385251760e-04
3.500000014901161194e-02,-5.833973409608006477e-04
5.750000104308128357e-02,-9.583653300069272518e-04
9.125000238418579102e-02,-1.520700752735137939e-03
1.412499994039535522e-01,-2.353508956730365753e-03
1.912499964237213135e-01,-3.185941372066736221e-03
2.412499934434890747e-01,-4.017949104309082031e-03
2.912499904632568359e-01,-4.849476739764213562e-03
3.412500023841857910e-01,-5.680458154529333115e-03
3.912500143051147461e-01,-6.510812789201736450e-03
4.412499964237213135e-01,-7.340428885072469711e-03
4.912500083446502686e-01,-8.168880827724933624e-03
5.037500262260437012e-01,-8.374673314392566681e-03
5.224999785423278809e-01,-8.676419034600257874e-03
5.506250262260437012e-01,-9.122060611844062805e-03
5.928124785423278809e-01,-9.781423024833202362e-03
6.428124904632568359e-01,-1.054784562438726425e-02
6.928125023841857910e-01,-1.129691116511821747e-02
7.428125143051147461e-01,-1.202520634979009628e-02
7.928125262260437012e-01,-1.271508727222681046e-02
8.428124785423278809e-01,-1.332100294530391693e-02
8.928124904632568359e-01,-1.384890545159578323e-02
9.428125023841857910e-01,-1.433933153748512268e-02
9.928125143051147461e-01,-1.480836700648069382e-02
1.042812466621398926e+00,-1.526193786412477493e-02
1.092812538146972656e+00,-1.570329815149307251e-02
