# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-3.847842162940651178e-05
1.999999955296516418e-02,-7.695560634601861238e-05
3.500000014901161194e-02,-1.346690260106697679e-04
5.750000104308128357e-02,-2.212337567470967770e-04
9.125000238418579102e-02,-3.510683309286832809e-04
1.412499994039535522e-01,-5.433869082480669022e-04
1.912499964237213135e-01,-7.356691057793796062e-04
2.412499934434890747e-01,-9.279125952161848545e-04
2.912499904632568359e-01,-1.120114931836724281e-03
3.412500023841857910e-01,-1.312273438088595867e-03
3.912500143051147461e-01,-1.504385378211736679e-03
4.412499964237213135e-01,-1.696447376161813736e-03
4.912500083446502686e-01,-1.888453494757413864e-03
5.412499904632568359e-01,-2.079993486404418945e-03
5.662500262260437012e-01,-2.162460004910826683e-03
5.912500023841857910e-01,-2.239613793790340424e-03
6.162499785423278809e-01,-2.314318669959902763e-03
6.537500023841857910e-01,-2.422397024929523468e-03
7.037500143051147461e-01,-2.559732412919402122e-03
7.537500262260437012e-01,-2.689571585506200790e-03
8.037499785423278809e-01,-2.811907092109322548e-03
8.537499904632568359e-01,-2.926783403381705284e-03
9.037500023841857910e-01,-3.034323686733841896e-03
9.537500143051147461e-01,-3.134694648906588554e-03
1.003749966621398926e+00,-3.228060202673077583e-03
1.053750038146972656e+00,-3.314513247460126877e-03
