# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-2.705428778426721692e-05
1.999999955296516418e-02,-5.410809171735309064e-05
3.500000014901161194e-02,-9.468787902733311057e-05
5.750000104308128357e-02,-1.555554481456056237e-04
9.125000238418579102e-02,-2.468518214300274849e-04
1.412499994039535522e-01,-3.820941492449492216e-04
1.912499964237213135e-01,-5.173217505216598511e-04
2.412499934434890747e-01,-6.525332573801279068e-04
2.912499904632568359e-01,-7.877274183556437492e-04
3.412500023841857910e-01,-9.229026618413627148e-04
3.912500143051147461e-01,-1.058057183399796486e-03
4.412499964237213135e-01,-1.193188945762813091e-03
4.912500083446502686e-01,-1.328292768448591232e-03
5.412499904632568359e-01,-1.462891232222318649e-03
5.662500262260437012e-01,-1.514002331532537937e-03
5.912500023841857910e-01,-1.557390438392758369e-03
6.162499785423278809e-01,-1.595900044776499271e-03
6.537500023841857910e-01,-1.644281903281807899e-03
7.037500143051147461e-01,-1.690958975814282894e-03
7.537500262260437012e-01,-1.717351493425667286e-03
8.037499785423278809e-01,-1.723531517200171947e-03
8.537499904632568359e-01,-1.709842123091220856e-03
9.037500023841857910e-01,-1.676778891123831272e-03
9.537500143051147461e-01,-1.624862663447856903e-03
1.003749966621398926e+00,-1.554512535221874714e-03
1.053750038146972656e+00,-1.465872279368340969e-03
