# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-3.101606489508412778e-05
1.999999955296516418e-02,-6.203053635545074940e-05
3.500000014901161194e-02,-1.085492403944954276e-04
5.750000104308128357e-02,-1.783205079846084118e-04
9.125000238418579102e-02,-2.829620498232543468e-04
1.412499994039535522e-01,-4.379522870294749737e-04
1.912499964237213135e-01,-5.929009639658033848e-04
2.412499934434890747e-01,-7.478072657249867916e-04
2.912499904632568359e-01,-9.026703191921114922e-04
3.412500023841857910e-01,-1.057488960213959217e-03
3.912500143051147461e-01,-1.212261966429650784e-03
4.412499964237213135e-01,-1.366988173685967922e-03
4.912500083446502686e-01,-1.521665835753083229e-03
5.412499904632568359e-01,-1.676284009590744972e-03
5.662500262260437012e-01,-1.753268530592322350e-03
5.912500023841857910e-01,-1.830064691603183746e-03
6.162499785423278809e-01,-1.906762248836457729e-03
6.537500023841857910e-01,-2.021613763645291328e-03
7.037500143051147461e-01,-2.174379536882042885e-03
7.537500262260437012e-01,-2.326725283637642860e-03
8.037499785423278809e-01,-2.478651935234665871e-03
8.537499904632568359e-01,-2.630161819979548454e-03
9.037500023841857910e-01,-2.781259594485163689e-03
9.537500143051147461e-01,-2.931948285549879074e-03
1.003749966621398926e+00,-3.082228126004338264e-03
1.053750038146972656e+00,-3.232093527913093567e-03
