# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.148462397395633161e-04
1.999999955296516418e-02,-2.296827733516693115e-04
3.500000014901161194e-02,-4.019191837869584560e-04
5.750000104308128357e-02,-6.602319190278649330e-04
9.125000238418579102e-02,-1.047604717314243317e-03
1.412499994039535522e-01,-1.621270203031599522e-03
1.912499964237213135e-01,-2.194659085944294930e-03
2.412499934434890747e-01,-2.767752623185515404e-03
2.912499904632568359e-01,-3.340526483952999115e-03
3.412500023841857910e-01,-3.912949934601783752e-03
3.912500143051147461e-01,-4.484982229769229889e-03
4.412499964237213135e-01,-5.056567955762147903e-03
4.912500083446502686e-01,-5.627621430903673172e-03
5.037500262260437012e-01,-5.770271178334951401e-03
5.224999785423278809e-01,-5.984048824757337570e-03
5.506250262260437012e-01,-6.304415874183177948e-03
5.928124785423278809e-01,-6.784286350011825562e-03
6.428124904632568359e-01,-7.351581472903490067e-03
6.928125023841857910e-01,-7.916230708360671997e-03
7.428125143051147461e-01,-8.474603295326232910e-03
7.928125262260437012e-01,-9.011467918753623962e-03
8.428124785423278809e-01,-9.487881325185298920e-03
8.928124904632568359e-01,-9.906310588121414185e-03
9.428125023841857910e-01,-1.029896270483732224e-02
9.928125143051147461e-01,-1.067872717976570129e-02
1.042812466621398926e+00,-1.105027925223112106e-02
1.092812538146972656e+00,-1.141602359712123871e-02
