# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-3.571978959371335804e-05
1.999999955296516418e-02,-7.143858238123357296e-05
3.500000014901161194e-02,-1.250148779945448041e-04
5.750000104308128357e-02,-2.053749776678159833e-04
9.125000238418579102e-02,-3.259049553889781237e-04
1.412499994039535522e-01,-5.044442950747907162e-04
1.912499964237213135e-01,-6.829537451267242432e-04
2.412499934434890747e-01,-8.614311809651553631e-04
2.912499904632568359e-01,-1.039874157868325710e-03
3.412500023841857910e-01,-1.218280405737459660e-03
3.912500143051147461e-01,-1.396647188812494278e-03
4.412499964237213135e-01,-1.574971363879740238e-03
4.912500083446502686e-01,-1.753246993757784367e-03
5.412499904632568359e-01,-1.930998754687607288e-03
5.662500262260437012e-01,-2.003947272896766663e-03
5.912500023841857910e-01,-2.069644629955291748e-03
6.162499785423278809e-01,-2.131215063855051994e-03
6.537500023841857910e-01,-2.216367982327938080e-03
7.037500143051147461e-01,-2.317717764526605606e-03
7.537500262260437012e-01,-2.406632993370294571e-03
8.037499785423278809e-01,-2.483910648152232170e-03
8.537499904632568359e-01,-2.549861557781696320e-03
9.037500023841857910e-01,-2.604717388749122620e-03
9.537500143051147461e-01,-2.648770343512296677e-03
1.003749966621398926e+00,-2.682349877431988716e-03
1.053750038146972656e+00,-2.705756342038512230e-03
