# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-4.173259003437124193e-05
1.999999955296516418e-02,-8.346367394551634789e-05
3.500000014901161194e-02,-1.460574276279658079e-04
5.750000104308128357e-02,-2.399415388936176896e-04
9.125000238418579102e-02,-3.807525790762156248e-04
1.412499994039535522e-01,-5.893270135857164860e-04
1.912499964237213135e-01,-7.978583453223109245e-04
2.412499934434890747e-01,-1.006344216875731945e-03
2.912499904632568359e-01,-1.214782358147203922e-03
3.412500023841857910e-01,-1.423169975169003010e-03
3.912500143051147461e-01,-1.631504506804049015e-03
4.412499964237213135e-01,-1.839782693423330784e-03
4.912500083446502686e-01,-2.047999761998653412e-03
5.412499904632568359e-01,-2.255882602185010910e-03
5.912500023841857910e-01,-2.449698280543088913e-03
6.412500143051147461e-01,-2.639374230057001114e-03
6.912500262260437012e-01,-2.825641538947820663e-03
7.412499785423278809e-01,-3.008470172062516212e-03
7.912499904632568359e-01,-3.187911352142691612e-03
8.412500023841857910e-01,-3.364070551469922066e-03
8.912500143051147461e-01,-3.537067444995045662e-03
9.412500262260437012e-01,-3.707016119733452797e-03
9.912499785423278809e-01,-3.874011337757110596e-03
1.041249990463256836e+00,-4.038110375404357910e-03
