# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-2.811787271639332175e-05
1.999999955296516418e-02,-5.623524702969007194e-05
3.500000014901161194e-02,-9.841034625424072146e-05
5.750000104308128357e-02,-1.616707886569201946e-04
9.125000238418579102e-02,-2.565562608651816845e-04
1.412499994039535522e-01,-3.971151600126177073e-04
1.912499964237213135e-01,-5.376585177145898342e-04
2.412499934434890747e-01,-6.781849078834056854e-04
2.912499904632568359e-01,-8.186929044313728809e-04
3.412500023841857910e-01,-9.591807029210031033e-04
3.912500143051147461e-01,-1.099646557122468948e-03
4.412499964237213135e-01,-1.240088138729333878e-03
4.912500083446502686e-01,-1.380500267259776592e-03
5.412499904632568359e-01,-1.520405989140272141e-03
5.662500262260437012e-01,-1.574194058775901794e-03
5.912500023841857910e-01,-1.620268682017922401e-03
6.162499785423278809e-01,-1.661470974795520306e-03
6.537500023841857910e-01,-1.713902340270578861e-03
7.037500143051147461e-01,-1.765996683388948441e-03
7.537500262260437012e-01,-1.797823933884501457e-03
8.037499785423278809e-01,-1.809453475289046764e-03
8.537499904632568359e-01,-1.801228034310042858e-03
9.037500023841857910e-01,-1.773646101355552673e-03
9.537500143051147461e-01,-1.727238530293107033e-03
1.003749966621398926e+00,-1.662445836700499058e-03
1.053750038146972656e+00,-1.579448231495916843e-03
