# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-8.555241038266103715e-06
1.999999955296516418e-02,-1.711083132249768823e-05
3.500000014901161194e-02,-2.994481292262207717e-05
5.750000104308128357e-02,-4.919694401905871928e-05
9.125000238418579102e-02,-7.807713700458407402e-05
1.412499994039535522e-01,-1.208649991895072162e-04
1.912499964237213135e-01,-1.636527013033628464e-04
2.412499934434890747e-01,-2.064367872662842274e-04
2.912499904632568359e-01,-2.492137718945741653e-04
3.412500023841857910e-01,-2.919801627285778522e-04
3.912500143051147461e-01,-3.347323508933186531e-04
4.412499964237213135e-01,-3.774664364755153656e-04
4.912500083446502686e-01,-4.201764531899243593e-04
5.412499904632568359e-01,-4.628401948139071465e-04
5.912500023841857910e-01,-5.055149667896330357e-04
6.412500143051147461e-01,-5.479914834722876549e-04
6.912500262260437012e-01,-5.906876758672297001e-04
7.412499785423278809e-01,-6.332639604806900024e-04
7.912499904632568359e-01,-6.757822120562195778e-04
8.412500023841857910e-01,-7.180896354839205742e-04
8.912500143051147461e-01,-7.459443877451121807e-04
9.037500023841857910e-01,-7.456254097633063793e-04
9.162499904632568359e-01,-7.445236551575362682e-04
9.350000023841857910e-01,-7.417067536152899265e-04
9.420312643051147461e-01,-7.399379974231123924e-04
9.446679949760437012e-01,-7.391900289803743362e-04
9.486230611801147461e-01,-7.393417181447148323e-04
9.501062035560607910e-01,-7.416415610350668430e-04
9.506623744964599609e-01,-7.448524702340364456e-04
9.514966607093811035e-01,-7.507306290790438652e-04
9.518095254898071289e-01,-7.533530006185173988e-04
9.522787928581237793e-01,-7.564644329249858856e-04
9.529827237129211426e-01,-7.599530508741736412e-04
9.540385603904724121e-01,-7.636500522494316101e-04
9.556224346160888672e-01,-7.669470505788922310e-04
