# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-3.578768155421130359e-05
1.999999955296516418e-02,-7.157436630222946405e-05
3.500000014901161194e-02,-1.252524962183088064e-04
5.750000104308128357e-02,-2.057653036899864674e-04
9.125000238418579102e-02,-3.265243140049278736e-04
1.412499994039535522e-01,-5.054029170423746109e-04
1.912499964237213135e-01,-6.842514267191290855e-04
2.412499934434890747e-01,-8.630677475593984127e-04
2.912499904632568359e-01,-1.041849493049085140e-03
3.412500023841857910e-01,-1.220594393089413643e-03
3.912500143051147461e-01,-1.399299479089677334e-03
4.412499964237213135e-01,-1.577961840666830540e-03
4.912500083446502686e-01,-1.756575191393494606e-03
5.412499904632568359e-01,-1.934483414515852928e-03
5.912500023841857910e-01,-2.072326140478253365e-03
6.412500143051147461e-01,-2.191382227465510368e-03
6.912500262260437012e-01,-2.295854734256863594e-03
7.412499785423278809e-01,-2.387549262493848801e-03
7.912499904632568359e-01,-2.467443002387881279e-03
8.412500023841857910e-01,-2.535910345613956451e-03
8.912500143051147461e-01,-2.593180630356073380e-03
9.412500262260437012e-01,-2.639533719047904015e-03
9.912499785423278809e-01,-2.675298135727643967e-03
1.041249990463256836e+00,-2.700786571949720383e-03
