# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.723918103380128741e-04
1.999999955296516418e-02,-3.447729977779090405e-04
3.500000014901161194e-02,-6.033241515979170799e-04
5.750000104308128357e-02,-9.911020752042531967e-04
9.125000238418579102e-02,-1.572651672177016735e-03
1.412499994039535522e-01,-2.433921210467815399e-03
1.912499964237213135e-01,-3.294806228950619698e-03
2.412499934434890747e-01,-4.155254457145929337e-03
2.912499904632568359e-01,-5.015206057578325272e-03
3.412500023841857910e-01,-5.874590948224067688e-03
3.912500143051147461e-01,-6.733324378728866577e-03
4.412499964237213135e-01,-7.591292262077331543e-03
4.912500083446502686e-01,-8.448164910078048706e-03
5.037500262260437012e-01,-8.661525323987007141e-03
5.224999785423278809e-01,-8.977631106972694397e-03
5.506250262260437012e-01,-9.448303841054439545e-03
5.928124785423278809e-01,-1.015068404376506805e-02
6.428124904632568359e-01,-1.097759511321783066e-02
6.928125023841857910e-01,-1.179717574268579483e-02
7.428125143051147461e-01,-1.260453741997480392e-02
7.928125262260437012e-01,-1.337896287441253662e-02
8.428124785423278809e-01,-1.406767033040523529e-02
8.928124904632568359e-01,-1.467464771121740341e-02
9.428125023841857910e-01,-1.524395868182182312e-02
9.928125143051147461e-01,-1.579309441149234772e-02
1.042812466621398926e+00,-1.632834225893020630e-02
1.092812538146972656e+00,-1.685294322669506073e-02
