# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-9.236320693162269890e-06
1.999999955296516418e-02,-1.847251405706629157e-05
3.500000014901161194e-02,-3.232655944884754717e-05
5.750000104308128357e-02,-5.310706546879373491e-05
9.125000238418579102e-02,-8.427650755038484931e-05
1.412499994039535522e-01,-1.304503821302205324e-04
1.912499964237213135e-01,-1.766203204169869423e-04
2.412499934434890747e-01,-2.227859658887609839e-04
2.912499904632568359e-01,-2.689469547476619482e-04
3.412500023841857910e-01,-3.151029522996395826e-04
3.912500143051147461e-01,-3.612535074353218079e-04
4.412499964237213135e-01,-4.073981835972517729e-04
4.912500083446502686e-01,-4.535365151241421700e-04
5.412499904632568359e-01,-4.996680072508752346e-04
5.912500023841857910e-01,-5.457926308736205101e-04
6.412500143051147461e-01,-5.919079994782805443e-04
6.912500262260437012e-01,-6.380465347319841385e-04
7.412499785423278809e-01,-6.841468857601284981e-04
7.912499904632568359e-01,-7.302362937480211258e-04
8.412500023841857910e-01,-7.763175526633858681e-04
8.912500143051147461e-01,-8.220794843509793282e-04
9.037500023841857910e-01,-8.333952864632010460e-04
9.162499904632568359e-01,-8.447014843113720417e-04
9.350000023841857910e-01,-8.616714621894061565e-04
9.420312643051147461e-01,-8.711892296560108662e-04
9.446679949760437012e-01,-8.765404927544295788e-04
9.486230611801147461e-01,-8.845693664625287056e-04
9.501062035560607910e-01,-8.890934404917061329e-04
9.506623744964599609e-01,-8.916461374610662460e-04
9.514966607093811035e-01,-8.954489603638648987e-04
9.518095254898071289e-01,-8.975992677733302116e-04
9.522787928581237793e-01,-9.008220513351261616e-04
9.529827237129211426e-01,-9.056269773282110691e-04
9.540385603904724121e-01,-9.128439705818891525e-04
9.556224346160888672e-01,-9.236789774149656296e-04
