# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.704760070424526930e-04
1.999999955296516418e-02,-3.409417404327541590e-04
3.500000014901161194e-02,-5.966203170828521252e-04
5.750000104308128357e-02,-9.800909319892525673e-04
9.125000238418579102e-02,-1.555183436721563339e-03
1.412499994039535522e-01,-2.406895859166979790e-03
1.912499964237213135e-01,-3.258236683905124664e-03
2.412499934434890747e-01,-4.109154455363750458e-03
2.912499904632568359e-01,-4.959591664373874664e-03
3.412500023841857910e-01,-5.809480790048837662e-03
3.912500143051147461e-01,-6.658740807324647903e-03
4.412499964237213135e-01,-7.507268805056810379e-03
4.912500083446502686e-01,-8.354919962584972382e-03
5.037500262260437012e-01,-8.566644042730331421e-03
5.224999785423278809e-01,-8.883905597031116486e-03
5.506250262260437012e-01,-9.359303861856460571e-03
5.928124785423278809e-01,-1.007130276411771774e-02
6.428124904632568359e-01,-1.091287750750780106e-02
6.928125023841857910e-01,-1.175042334944009781e-02
7.428125143051147461e-01,-1.257879100739955902e-02
7.928125262260437012e-01,-1.337646599858999252e-02
8.428124785423278809e-01,-1.408852543681859970e-02
8.928124904632568359e-01,-1.471822429448366165e-02
9.428125023841857910e-01,-1.531057432293891907e-02
9.928125143051147461e-01,-1.588346622884273529e-02
1.042812466621398926e+00,-1.644326932728290558e-02
1.092812538146972656e+00,-1.699316687881946564e-02
