# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-5.977362889098003507e-06
1.999999955296516418e-02,-1.195503136841580272e-05
3.500000014901161194e-02,-2.092209251713939011e-05
5.750000104308128357e-02,-3.437389023019932210e-05
9.125000238418579102e-02,-5.455414429889060557e-05
1.412499994039535522e-01,-8.445593266515061259e-05
1.912499964237213135e-01,-1.143630070146173239e-04
2.412499934434890747e-01,-1.442743814550340176e-04
2.912499904632568359e-01,-1.741889864206314087e-04
3.412500023841857910e-01,-2.041056286543607712e-04
3.912500143051147461e-01,-2.340230130357667804e-04
4.412499964237213135e-01,-2.639396698214113712e-04
4.912500083446502686e-01,-2.938538964372128248e-04
5.412499904632568359e-01,-3.237615455873310566e-04
5.912500023841857910e-01,-3.535106370691210032e-04
6.412500143051147461e-01,-3.831857175100594759e-04
6.912500262260437012e-01,-4.127849824726581573e-04
7.412499785423278809e-01,-4.423056379891932011e-04
7.912499904632568359e-01,-4.717443953268229961e-04
8.412500023841857910e-01,-5.010975291952490807e-04
8.912500143051147461e-01,-5.303606740199029446e-04
9.412500262260437012e-01,-5.595284746959805489e-04
9.912499785423278809e-01,-5.885937134735286236e-04
1.041249990463256836e+00,-6.175463786348700523e-04
