# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,5.727546522393822670e-06
1.999999955296516418e-02,1.145369060395751148e-05
3.500000014901161194e-02,2.004033194680232555e-05
5.750000104308128357e-02,3.291466782684437931e-05
9.125000238418579102e-02,5.221408355282619596e-05
1.412499994039535522e-01,8.078100654529407620e-05
1.912499964237213135e-01,1.093210958060808480e-04
2.412499934434890747e-01,1.378375600324943662e-04
2.912499904632568359e-01,1.663336297497153282e-04
3.412500023841857910e-01,1.948125718627125025e-04
3.912500143051147461e-01,2.232777624158188701e-04
4.412499964237213135e-01,2.517327666282653809e-04
4.912500083446502686e-01,2.801833907142281532e-04
5.412499904632568359e-01,3.086520591750741005e-04
5.912500023841857910e-01,3.370816993992775679e-04
6.412500143051147461e-01,3.657119232229888439e-04
6.912500262260437012e-01,3.940869646612554789e-04
7.412499785423278809e-01,4.225579323247075081e-04
7.912499904632568359e-01,4.511361476033926010e-04
8.412500023841857910e-01,4.799369489774107933e-04
8.912500143051147461e-01,5.443101399578154087e-04
9.037500023841857910e-01,5.763926310464739799e-04
9.162499904632568359e-01,6.100533646531403065e-04
9.350000023841857910e-01,6.633920711465179920e-04
9.420312643051147461e-01,6.947104120627045631e-04
9.446679949760437012e-01,7.126476848497986794e-04
9.486230611801147461e-01,7.395969587378203869e-04
9.501062035560607910e-01,7.540449732914566994e-04
9.506623744964599609e-01,7.612150511704385281e-04
9.514966607093811035e-01,7.708597695454955101e-04
9.518095254898071289e-01,7.765408372506499290e-04
9.522787928581237793e-01,7.854964351281523705e-04
9.529827237129211426e-01,7.996117346920073032e-04
9.540385603904724121e-01,8.220897288993000984e-04
9.556224346160888672e-01,8.580893627367913723e-04
