# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.870443156803958118e-05
1.999999955296516418e-02,-3.740837928489781916e-05
3.500000014901161194e-02,-6.546339864144101739e-05
5.750000104308128357e-02,-1.075438849511556327e-04
9.125000238418579102e-02,-1.706600014586001635e-04
1.412499994039535522e-01,-2.641550963744521141e-04
1.912499964237213135e-01,-3.576378512661904097e-04
2.412499934434890747e-01,-4.511080624070018530e-04
2.912499904632568359e-01,-5.445656133815646172e-04
3.412500023841857910e-01,-6.380102713592350483e-04
3.912500143051147461e-01,-7.314417744055390358e-04
4.412499964237213135e-01,-8.248598896898329258e-04
4.912500083446502686e-01,-9.182643843814730644e-04
5.412499904632568359e-01,-1.011654851026833057e-03
5.912500023841857910e-01,-1.105031929910182953e-03
6.412500143051147461e-01,-1.198392012156546116e-03
6.912500262260437012e-01,-1.291799824684858322e-03
7.412499785423278809e-01,-1.385134179145097733e-03
7.912499904632568359e-01,-1.478449790738523006e-03
8.412500023841857910e-01,-1.571754342876374722e-03
8.912500143051147461e-01,-1.664432114921510220e-03
9.037500023841857910e-01,-1.687355921603739262e-03
9.162499904632568359e-01,-1.710260869003832340e-03
9.350000023841857910e-01,-1.744641922414302826e-03
9.420312643051147461e-01,-1.763925421983003616e-03
9.446679949760437012e-01,-1.774767530150711536e-03
9.486230611801147461e-01,-1.791033893823623657e-03
9.501062035560607910e-01,-1.800198340788483620e-03
9.506623744964599609e-01,-1.805368112400174141e-03
9.514966607093811035e-01,-1.813068636693060398e-03
9.518095254898071289e-01,-1.817423384636640549e-03
9.522787928581237793e-01,-1.823950675316154957e-03
9.529827237129211426e-01,-1.833682996220886707e-03
9.540385603904724121e-01,-1.848302315920591354e-03
9.556224346160888672e-01,-1.870252424851059914e-03
