# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-1.759153747116215527e-05
1.999999955296516418e-02,-3.518179801176302135e-05
3.500000014901161194e-02,-6.156480230856686831e-05
5.750000104308128357e-02,-1.011339481920003891e-04
9.125000238418579102e-02,-1.604756253072991967e-04
1.412499994039535522e-01,-2.483627467881888151e-04
1.912499964237213135e-01,-3.362182760611176491e-04
2.412499934434890747e-01,-4.240421694703400135e-04
2.912499904632568359e-01,-5.118342232890427113e-04
3.412500023841857910e-01,-5.995942046865820885e-04
3.912500143051147461e-01,-6.873217062093317509e-04
4.412499964237213135e-01,-7.750162039883434772e-04
4.912500083446502686e-01,-8.626770577393472195e-04
5.412499904632568359e-01,-9.502985049039125443e-04
5.662500262260437012e-01,-9.939240990206599236e-04
5.912500023841857910e-01,-1.037441310472786427e-03
6.162499785423278809e-01,-1.080901245586574078e-03
6.537500023841857910e-01,-1.145979040302336216e-03
7.037500143051147461e-01,-1.232536975294351578e-03
7.537500262260437012e-01,-1.318853697739541531e-03
8.037499785423278809e-01,-1.404929673299193382e-03
8.537499904632568359e-01,-1.490766531787812710e-03
9.037500023841857910e-01,-1.576366485096514225e-03
9.537500143051147461e-01,-1.661731046624481678e-03
1.003749966621398926e+00,-1.746860332787036896e-03
1.053750038146972656e+00,-1.831750851124525070e-03
