# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-2.210487946285866201e-05
1.999999955296516418e-02,-4.420828918227925897e-05
3.500000014901161194e-02,-7.736065163044258952e-05
5.750000104308128357e-02,-1.270829961868003011e-04
9.125000238418579102e-02,-2.016525540966540575e-04
1.412499994039535522e-01,-3.120951878372579813e-04
1.912499964237213135e-01,-4.225009761285036802e-04
2.412499934434890747e-01,-5.328696570359170437e-04
2.912499904632568359e-01,-6.432009395211935043e-04
3.412500023841857910e-01,-7.534943288192152977e-04
3.912500143051147461e-01,-8.637493010610342026e-04
4.412499964237213135e-01,-9.739651577547192574e-04
4.912500083446502686e-01,-1.084141083993017673e-03
5.412499904632568359e-01,-1.194266951642930508e-03
5.912500023841857910e-01,-1.303740893490612507e-03
6.412500143051147461e-01,-1.412905636243522167e-03
6.912500262260437012e-01,-1.521766069345176220e-03
7.412499785423278809e-01,-1.630322891287505627e-03
7.912499904632568359e-01,-1.738577033393085003e-03
8.412500023841857910e-01,-1.846529892645776272e-03
8.912500143051147461e-01,-1.954184379428625107e-03
9.412500262260437012e-01,-2.061542822048068047e-03
9.912499785423278809e-01,-2.168605569750070572e-03
1.041249990463256836e+00,-2.275369362905621529e-03
