# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,2.818174380081472918e-06
1.999999955296516418e-02,5.635001798509620130e-06
3.500000014901161194e-02,9.857776603894308209e-06
5.750000104308128357e-02,1.618656642676796764e-05
9.125000238418579102e-02,2.566826879046857357e-05
1.412499994039535522e-01,3.969189856434240937e-05
1.912499964237213135e-01,5.369062637328170240e-05
2.412499934434890747e-01,6.766787555534392595e-05
2.912499904632568359e-01,8.162706944858655334e-05
3.412500023841857910e-01,9.557168232277035713e-05
3.912500143051147461e-01,1.095052939490415156e-04
4.412499964237213135e-01,1.234316878253594041e-04
4.912500083446502686e-01,1.373568229610100389e-04
5.412499904632568359e-01,1.513033930677920580e-04
5.912500023841857910e-01,1.652143691899254918e-04
6.412500143051147461e-01,1.793295523384585977e-04
6.912500262260437012e-01,1.931833248818293214e-04
7.412499785423278809e-01,2.071477356366813183e-04
7.912499904632568359e-01,2.212225954281166196e-04
8.412500023841857910e-01,2.355238539166748524e-04
8.912500143051147461e-01,2.852874749805778265e-04
9.037500023841857910e-01,3.136581508442759514e-04
9.162499904632568359e-01,3.436006081756204367e-04
9.350000023841857910e-01,3.913430846296250820e-04
9.420312643051147461e-01,4.195155925117433071e-04
9.446679949760437012e-01,4.356825957074761391e-04
9.486230611801147461e-01,4.599765525199472904e-04
9.501062035560607910e-01,4.729335196316242218e-04
9.506623744964599609e-01,4.792681138496845961e-04
9.514966607093811035e-01,4.876728344243019819e-04
9.518095254898071289e-01,4.926507244817912579e-04
9.522787928581237793e-01,5.005492712371051311e-04
9.529827237129211426e-01,5.130837089382112026e-04
9.540385603904724121e-01,5.331791471689939499e-04
9.556224346160888672e-01,5.655875429511070251e-04
