# LPF, UR
0.000000000000000000e+00,0.000000000000000000e+00
9.999999776482582092e-03,-4.008867472293786705e-05
1.999999955296516418e-02,-8.017572690732777119e-05
3.500000014901161194e-02,-1.403032365487888455e-04
5.750000104308128357e-02,-2.304875233676284552e-04
9.125000238418579102e-02,-3.657480119727551937e-04
1.412499994039535522e-01,-5.660979077219963074e-04
1.912499964237213135e-01,-7.664035074412822723e-04
2.412499934434890747e-01,-9.666631231084465981e-04
2.912499904632568359e-01,-1.166875124908983707e-03
3.412500023841857910e-01,-1.367037533782422543e-03
3.912500143051147461e-01,-1.567148370668292046e-03
4.412499964237213135e-01,-1.767205423675477505e-03
4.912500083446502686e-01,-1.967206131666898727e-03
5.412499904632568359e-01,-2.167131286114454269e-03
5.912500023841857910e-01,-2.365925349295139313e-03
6.412500143051147461e-01,-2.564194379374384880e-03
6.912500262260437012e-01,-2.761936979368329048e-03
7.412499785423278809e-01,-2.959151519462466240e-03
7.912499904632568359e-01,-3.155837999656796455e-03
8.412500023841857910e-01,-3.351998049765825272e-03
8.912500143051147461e-01,-3.547637024894356728e-03
9.412500262260437012e-01,-3.742759581655263901e-03
9.912499785423278809e-01,-3.937366418540477753e-03
1.041249990463256836e+00,-4.131453111767768860e-03
